country,continent,year,life_exp,hdi_index,co2_consump,gdp,services,Suicide_mortality_rate(per 100000),income_Level,Country_Code,Unemployment_Rate
Honduras,North America,2006,71.1,0.599,0.978,2060.0,42.3,2.2,Lower middle income,HND,3.57
Honduras,North America,2007,71.2,0.607,1.1,2140.0,43.7,2.1,Lower middle income,HND,3.21
Honduras,North America,2008,71.3,0.603,1.06,2180.0,43.7,2.1,Lower middle income,HND,3.16
Honduras,North America,2009,71.3,0.605,0.943,2090.0,43.7,2.0,Lower middle income,HND,3.29
Honduras,North America,2010,71.1,0.61,0.954,2120.0,44.5,2.0,Lower middle income,HND,4.12
Honduras,North America,2011,71.0,0.613,1.02,2160.0,44.9,1.9,Lower middle income,HND,4.47
Honduras,North America,2012,69.3,0.612,1.04,2210.0,43.1,3.3,Lower middle income,HND,3.75
Honduras,North America,2013,69.6,0.613,1.05,2230.0,46.6,3.2,Lower middle income,HND,5.65
Honduras,North America,2014,69.9,0.616,1.04,2260.0,49.2,3.4,Lower middle income,HND,7.08
Honduras,North America,2015,69.9,0.618,1.08,2300.0,49.5,4.0,Lower middle income,HND,6.15
Honduras,North America,2016,71.5,0.626,1.04,2350.0,51.1,2.0,Lower middle income,HND,6.73
Honduras,North America,2017,71.7,0.63,1.02,2420.0,47.3,2.1,Lower middle income,HND,5.53
Honduras,North America,2018,71.9,0.633,1.04,2480.0,49.1,2.0,Lower middle income,HND,5.65
Hungary,Europe,2000,71.9,0.772,5.73,8970.0,59.8,33.4,High income,HUN,6.56
Hungary,Europe,2001,72.5,0.781,5.91,9350.0,59.4,29.8,High income,HUN,5.67
Hungary,Europe,2002,72.6,0.788,5.83,9830.0,59.7,28.6,High income,HUN,5.61
Hungary,Europe,2003,72.7,0.797,6.11,10300.0,61.2,28.0,High income,HUN,5.79
Hungary,Europe,2004,73.1,0.799,5.98,10800.0,61.8,27.5,High income,HUN,5.83
Hungary,Europe,2005,73.1,0.805,6.0,11300.0,62.7,26.4,High income,HUN,7.19
Hungary,Europe,2006,73.5,0.815,5.96,11700.0,62.9,24.9,High income,HUN,7.49
Hungary,Europe,2007,73.6,0.818,5.85,11800.0,62.9,25.0,High income,HUN,7.41
Hungary,Europe,2008,74.2,0.822,5.75,11900.0,63.5,25.4,High income,HUN,7.82
Hungary,Europe,2009,74.4,0.828,5.21,11100.0,64.2,25.4,High income,HUN,10.03
Hungary,Europe,2010,74.8,0.831,5.26,11300.0,64.8,25.5,High income,HUN,11.17
Hungary,Europe,2011,75.1,0.828,5.09,11500.0,64.3,25.1,High income,HUN,11.03
Hungary,Europe,2012,75.4,0.831,4.75,11400.0,65.1,24.8,High income,HUN,11.0
Hungary,Europe,2013,75.9,0.839,4.46,11700.0,65.3,22.1,High income,HUN,10.18
Hungary,Europe,2014,76.0,0.838,4.48,12200.0,64.8,20.4,High income,HUN,7.73
Hungary,Europe,2015,75.9,0.842,4.78,12700.0,64.8,19.9,High income,HUN,6.81
Hungary,Europe,2016,76.3,0.844,4.87,13000.0,64.5,18.7,High income,HUN,5.11
Hungary,Europe,2017,76.3,0.846,5.11,13600.0,63.4,17.5,High income,HUN,4.16
Hungary,Europe,2018,76.3,0.85,5.14,14400.0,62.7,17.7,High income,HUN,3.71
Iceland,Europe,2000,80.3,0.867,10.5,42200.0,69.2,13.1,High income,ISL,1.94
Iceland,Europe,2001,80.6,0.872,10.1,43300.0,69.4,12.8,High income,ISL,1.87
Iceland,Europe,2002,80.8,0.881,10.5,43100.0,70.1,12.2,High income,ISL,2.99
Iceland,Europe,2003,81.2,0.887,10.4,43800.0,71.4,12.5,High income,ISL,4.0
Iceland,Europe,2004,81.4,0.891,10.7,46800.0,70.3,12.4,High income,ISL,4.03
Iceland,Europe,2005,81.6,0.896,10.1,48900.0,71.8,11.8,High income,ISL,2.55
Iceland,Europe,2006,81.7,0.899,10.5,50700.0,72.1,12.5,High income,ISL,2.83
Iceland,Europe,2007,81.9,0.905,11.5,53600.0,73.2,14.8,High income,ISL,2.25
Iceland,Europe,2008,82.2,0.899,12.2,53800.0,73.4,14.8,High income,ISL,2.95
Iceland,Europe,2009,82.4,0.898,11.8,49500.0,75.7,14.3,High income,ISL,7.22
Iceland,Europe,2010,82.6,0.898,11.3,48200.0,76.0,12.8,High income,ISL,7.56
Iceland,Europe,2011,82.8,0.907,10.8,48900.0,76.0,11.6,High income,ISL,7.03
Iceland,Europe,2012,82.9,0.915,10.7,49200.0,76.2,13.5,High income,ISL,6.0
Iceland,Europe,2013,83.2,0.927,10.7,50900.0,76.9,13.9,High income,ISL,5.38
Iceland,Europe,2014,83.7,0.931,10.5,51200.0,77.0,15.7,High income,ISL,4.9
Iceland,Europe,2015,83.7,0.934,10.7,53000.0,77.9,14.3,High income,ISL,3.98
Iceland,Europe,2016,83.8,0.941,10.5,55500.0,78.6,13.0,High income,ISL,2.98
Iceland,Europe,2017,83.9,0.943,10.8,56500.0,78.8,12.2,High income,ISL,2.74
Iceland,Europe,2018,84.0,0.946,10.8,57700.0,79.2,10.8,High income,ISL,2.7
India,Asia,2000,62.9,0.495,0.975,758.0,24.0,17.0,Lower middle income,IND,5.56
India,Asia,2001,63.3,0.499,0.964,781.0,24.3,16.6,Lower middle income,IND,5.58
India,Asia,2002,63.8,0.506,0.959,797.0,24.5,16.1,Lower middle income,IND,5.53
India,Asia,2003,64.5,0.518,0.983,845.0,24.7,15.3,Lower middle income,IND,5.64
India,Asia,2004,65.2,0.527,1.01,898.0,25.0,15.2,Lower middle income,IND,5.63
India,Asia,2005,65.4,0.536,1.06,954.0,25.2,15.5,Lower middle income,IND,5.61
India,Asia,2006,65.6,0.546,1.11,1010.0,25.5,15.6,Lower middle income,IND,5.6
India,Asia,2007,65.8,0.555,1.18,1080.0,25.8,15.3,Lower middle income,IND,5.57
India,Asia,2008,66.1,0.563,1.29,1090.0,26.1,15.1,Lower middle income,IND,5.41
India,Asia,2009,66.8,0.569,1.41,1160.0,26.4,14.5,Lower middle income,IND,5.54
India,Asia,2010,67.3,0.579,1.38,1240.0,26.7,14.6,Lower middle income,IND,5.55
India,Asia,2011,67.6,0.588,1.45,1290.0,27.6,14.7,Lower middle income,IND,5.43
India,Asia,2012,68.0,0.597,1.56,1350.0,28.6,14.3,Lower middle income,IND,5.41
India,Asia,2013,68.4,0.604,1.56,1420.0,29.1,13.7,Lower middle income,IND,5.42
India,Asia,2014,69.0,0.616,1.7,1500.0,29.7,12.8,Lower middle income,IND,5.44
India,Asia,2015,69.4,0.624,1.76,1610.0,30.2,12.3,Lower middle income,IND,5.43
India,Asia,2016,70.0,0.63,1.79,1720.0,30.7,12.1,Lower middle income,IND,5.42
India,Asia,2017,70.3,0.64,1.84,1820.0,31.2,12.0,Lower middle income,IND,5.36
India,Asia,2018,70.5,0.642,1.96,1920.0,31.7,12.6,Lower middle income,IND,5.33
Indonesia,Asia,2000,67.2,0.603,1.26,1870.0,37.3,3.5,Lower middle income,IDN,6.08
Indonesia,Asia,2001,67.5,0.609,1.39,1910.0,37.5,3.4,Lower middle income,IDN,6.08
Indonesia,Asia,2002,67.7,0.615,1.42,1970.0,36.9,3.3,Lower middle income,IDN,6.6
Indonesia,Asia,2003,67.8,0.622,1.44,2030.0,35.9,3.2,Lower middle income,IDN,6.66
Indonesia,Asia,2004,66.3,0.628,1.52,2110.0,38.7,3.2,Lower middle income,IDN,7.3
Indonesia,Asia,2005,68.3,0.632,1.52,2200.0,37.2,3.0,Lower middle income,IDN,7.94
Indonesia,Asia,2006,68.4,0.642,1.51,2290.0,39.3,2.9,Lower middle income,IDN,7.55
Indonesia,Asia,2007,68.7,0.643,1.62,2400.0,39.9,2.9,Lower middle income,IDN,8.06
Indonesia,Asia,2008,68.9,0.647,1.77,2510.0,40.5,2.8,Lower middle income,IDN,7.21
Indonesia,Asia,2009,69.1,0.658,1.88,2600.0,41.3,2.7,Lower middle income,IDN,6.11
Indonesia,Asia,2010,69.3,0.665,1.77,2720.0,42.2,2.6,Lower middle income,IDN,5.61
Indonesia,Asia,2011,69.6,0.673,2.07,2850.0,42.8,2.6,Lower middle income,IDN,5.15
Indonesia,Asia,2012,69.8,0.681,2.12,2980.0,43.0,2.5,Lower middle income,IDN,4.47
Indonesia,Asia,2013,70.0,0.687,1.63,3100.0,44.1,2.5,Lower middle income,IDN,4.34
Indonesia,Asia,2014,70.2,0.69,1.44,3220.0,44.3,2.4,Lower middle income,IDN,4.05
Indonesia,Asia,2015,70.4,0.695,1.96,3330.0,44.9,2.4,Lower middle income,IDN,4.51
Indonesia,Asia,2016,70.7,0.703,2.15,3460.0,46.5,2.4,Lower middle income,IDN,4.3
Indonesia,Asia,2017,70.9,0.707,2.21,3590.0,47.2,2.4,Lower middle income,IDN,3.88
Indonesia,Asia,2018,71.1,0.712,2.3,3730.0,48.1,2.4,Lower middle income,IDN,4.4
Iran,Asia,2000,71.9,0.658,5.63,3890.0,45.6,8.0,Lower middle income,IRN,11.57
Iran,Asia,2001,72.2,0.665,5.95,3870.0,45.6,7.8,Lower middle income,IRN,12.28
Iran,Asia,2002,72.5,0.67,5.92,4100.0,45.2,7.5,Lower middle income,IRN,12.8
Iran,Asia,2003,71.8,0.677,6.08,4410.0,44.8,7.0,Lower middle income,IRN,11.51
Iran,Asia,2004,73.2,0.678,6.42,4540.0,44.8,6.7,Lower middle income,IRN,10.3
Iran,Asia,2005,73.5,0.683,6.65,4630.0,44.9,6.3,Lower middle income,IRN,11.81
Iran,Asia,2006,74.0,0.719,7.15,4810.0,45.1,6.0,Lower middle income,IRN,11.52
Iran,Asia,2007,74.4,0.723,7.2,5150.0,45.1,6.4,Lower middle income,IRN,10.77
Iran,Asia,2008,74.8,0.728,7.42,5100.0,46.5,6.2,Lower middle income,IRN,10.63
Iran,Asia,2009,75.1,0.734,7.51,5100.0,47.3,6.2,Lower middle income,IRN,12.11
Iran,Asia,2010,75.5,0.742,7.65,5330.0,48.6,6.3,Lower middle income,IRN,13.68
Iran,Asia,2011,75.8,0.753,7.76,5410.0,48.2,6.8,Lower middle income,IRN,12.49
Iran,Asia,2012,76.0,0.768,7.96,4950.0,48.3,6.7,Lower middle income,IRN,12.27
Iran,Asia,2013,76.2,0.771,7.97,4880.0,48.5,6.6,Lower middle income,IRN,10.6
Iran,Asia,2014,76.5,0.774,8.29,5040.0,48.3,6.5,Lower middle income,IRN,10.68
Iran,Asia,2015,76.7,0.774,8.17,4900.0,49.4,6.3,Lower middle income,IRN,11.17
Iran,Asia,2016,77.1,0.784,8.21,5490.0,50.1,6.2,Lower middle income,IRN,12.62
Iran,Asia,2017,77.3,0.787,8.51,5610.0,50.4,6.0,Lower middle income,IRN,12.23
Iran,Asia,2018,77.6,0.785,8.81,5200.0,50.3,5.7,Lower middle income,IRN,12.19
Iraq,Asia,2000,68.6,0.595,3.05,4340.0,50.6,3.8,Upper middle income,IRQ,8.73
Iraq,Asia,2001,69.0,0.601,3.5,4280.0,51.3,3.8,Upper middle income,IRQ,8.81
Iraq,Asia,2002,69.3,0.603,3.47,3820.0,52.6,3.8,Upper middle income,IRQ,8.85
Iraq,Asia,2003,68.1,0.589,3.54,2350.0,52.9,3.8,Upper middle income,IRQ,8.82
Iraq,Asia,2004,68.3,0.615,4.32,3520.0,54.2,3.8,Upper middle income,IRQ,8.61
Iraq,Asia,2005,67.7,0.617,4.2,3490.0,54.1,3.8,Upper middle income,IRQ,8.71
Iraq,Asia,2006,66.6,0.62,3.58,3620.0,53.9,3.8,Upper middle income,IRQ,8.65
Iraq,Asia,2007,67.2,0.623,2.2,3630.0,54.6,3.7,Upper middle income,IRQ,8.65
Iraq,Asia,2008,69.3,0.63,3.25,3860.0,54.6,3.6,Upper middle income,IRQ,8.48
Iraq,Asia,2009,70.1,0.632,3.57,3910.0,55.4,3.7,Upper middle income,IRQ,8.39
Iraq,Asia,2010,70.6,0.636,3.73,4050.0,55.3,3.9,Upper middle income,IRQ,8.25
Iraq,Asia,2011,71.0,0.642,4.41,4220.0,55.4,4.1,Upper middle income,IRQ,8.12
Iraq,Asia,2012,71.3,0.646,4.8,4630.0,55.0,4.1,Upper middle income,IRQ,7.96
Iraq,Asia,2013,70.9,0.646,4.94,4790.0,55.3,4.2,Upper middle income,IRQ,9.26
Iraq,Asia,2014,69.9,0.645,4.8,4630.0,55.8,4.1,Upper middle income,IRQ,10.59
Iraq,Asia,2015,70.7,0.649,4.66,4690.0,56.9,4.1,Upper middle income,IRQ,10.73
Iraq,Asia,2016,70.9,0.656,5.15,5180.0,56.6,4.0,Upper middle income,IRQ,10.82
Iraq,Asia,2017,71.5,0.667,4.99,4960.0,57.5,3.9,Upper middle income,IRQ,13.02
Iraq,Asia,2018,73.3,0.671,5.32,4790.0,58.4,3.7,Upper middle income,IRQ,12.97
Ireland,Europe,2000,76.8,0.867,12.0,41600.0,63.6,12.7,High income,IRL,4.32
Ireland,Europe,2001,77.3,0.873,12.4,43100.0,64.0,13.2,High income,IRL,3.68
Ireland,Europe,2002,77.8,0.881,11.8,44900.0,65.3,12.2,High income,IRL,4.22
Ireland,Europe,2003,78.3,0.889,11.5,45500.0,65.8,12.1,High income,IRL,4.48
Ireland,Europe,2004,78.7,0.898,11.4,47700.0,66.0,11.9,High income,IRL,4.49
Ireland,Europe,2005,79.1,0.904,11.6,49400.0,66.5,11.8,High income,IRL,4.34
Ireland,Europe,2006,79.4,0.906,11.3,50400.0,66.5,10.9,High income,IRL,4.41
Ireland,Europe,2007,79.7,0.909,11.0,51600.0,68.8,11.5,High income,IRL,4.98
Ireland,Europe,2008,80.0,0.911,10.7,48300.0,71.4,12.2,High income,IRL,6.77
Ireland,Europe,2009,80.2,0.906,9.38,45400.0,74.6,14.0,High income,IRL,12.61
Ireland,Europe,2010,80.8,0.901,9.16,45900.0,76.2,11.9,High income,IRL,14.53
Ireland,Europe,2011,80.8,0.902,8.28,46200.0,76.8,12.5,High income,IRL,15.35
Ireland,Europe,2012,81.0,0.908,8.29,46000.0,77.2,12.4,High income,IRL,15.45
Ireland,Europe,2013,81.2,0.917,8.06,46300.0,77.0,11.4,High income,IRL,13.73
Ireland,Europe,2014,81.5,0.928,7.93,50000.0,77.3,11.0,High income,IRL,11.86
Ireland,Europe,2015,81.7,0.935,8.27,62000.0,76.6,9.3,High income,IRL,9.91
Ireland,Europe,2016,81.9,0.943,8.5,62500.0,76.2,10.0,High income,IRL,8.37
Ireland,Europe,2017,81.9,0.947,8.15,67400.0,76.1,10.0,High income,IRL,6.71
Ireland,Europe,2018,82.0,0.951,8.09,72600.0,76.4,9.9,High income,IRL,5.74
Italy,Europe,2000,79.6,0.838,8.3,32300.0,63.0,7.5,High income,ITA,10.84
Italy,Europe,2001,79.9,0.845,8.38,33000.0,63.1,7.3,High income,ITA,9.6
Italy,Europe,2002,80.2,0.85,8.36,33000.0,63.5,7.4,High income,ITA,9.21
Italy,Europe,2003,80.3,0.855,8.53,32900.0,63.5,7.4,High income,ITA,8.87
Italy,Europe,2004,80.8,0.86,8.54,33100.0,65.0,7.2,High income,ITA,7.87
Italy,Europe,2005,81.0,0.865,8.49,33200.0,65.1,6.7,High income,ITA,7.73
Italy,Europe,2006,81.3,0.87,8.36,33700.0,65.7,6.7,High income,ITA,6.78
Italy,Europe,2007,81.5,0.874,8.16,34100.0,65.9,6.7,High income,ITA,6.08
Italy,Europe,2008,81.6,0.876,7.94,33500.0,66.5,6.9,High income,ITA,6.72
Italy,Europe,2009,81.8,0.876,7.06,31600.0,67.1,7.0,High income,ITA,7.75
Italy,Europe,2010,82.1,0.879,7.19,32000.0,67.6,6.9,High income,ITA,8.36
Italy,Europe,2011,82.2,0.883,6.95,32200.0,68.0,7.4,High income,ITA,8.36
Italy,Europe,2012,82.4,0.882,6.56,31200.0,68.7,7.6,High income,ITA,10.65
Italy,Europe,2013,82.6,0.881,6.06,30200.0,69.4,7.5,High income,ITA,12.15
Italy,Europe,2014,82.8,0.882,5.77,30000.0,69.5,7.2,High income,ITA,12.68
Italy,Europe,2015,82.7,0.882,5.88,30200.0,69.6,7.1,High income,ITA,11.9
Italy,Europe,2016,83.0,0.884,5.83,30700.0,70.0,6.6,High income,ITA,11.69
Italy,Europe,2017,83.1,0.886,5.76,31200.0,70.2,7.1,High income,ITA,11.21
Italy,Europe,2018,83.1,0.89,5.58,31600.0,70.1,6.7,High income,ITA,10.61
Jamaica,North America,2000,74.6,0.678,3.89,4840.0,62.2,1.9,Upper middle income,JAM,15.54
Jamaica,North America,2001,74.7,0.689,3.96,4870.0,62.1,1.9,Upper middle income,JAM,14.93
Jamaica,North America,2002,75.5,0.692,3.79,4930.0,62.6,1.8,Upper middle income,JAM,14.19
Jamaica,North America,2003,76.3,0.687,3.94,5080.0,62.2,1.7,Upper middle income,JAM,11.73
Jamaica,North America,2004,76.8,0.704,3.88,5120.0,63.3,1.6,Upper middle income,JAM,12.21
Jamaica,North America,2005,77.4,0.706,3.78,5140.0,64.1,1.5,Upper middle income,JAM,11.26
Jamaica,North America,2006,77.5,0.711,4.15,5260.0,64.0,1.5,Upper middle income,JAM,10.32
Jamaica,North America,2007,76.3,0.719,3.48,5310.0,64.6,1.8,Upper middle income,JAM,9.75
Jamaica,North America,2008,75.2,0.737,3.57,5240.0,65.1,2.2,Upper middle income,JAM,10.59
Jamaica,North America,2009,74.6,0.733,2.73,4990.0,65.6,2.3,Upper middle income,JAM,11.36
Jamaica,North America,2010,76.3,0.732,2.54,4890.0,66.0,1.9,Upper middle income,JAM,12.37
Jamaica,North America,2011,75.8,0.731,2.72,4950.0,66.3,2.2,Upper middle income,JAM,12.7
Jamaica,North America,2012,77.0,0.731,2.58,4890.0,66.3,2.1,Upper middle income,JAM,13.93
Jamaica,North America,2013,77.1,0.729,2.78,4880.0,66.5,2.0,Upper middle income,JAM,15.25
Jamaica,North America,2014,76.3,0.729,2.54,4890.0,66.6,2.2,Upper middle income,JAM,13.74
Jamaica,North America,2015,76.1,0.731,2.62,4910.0,67.3,2.2,Upper middle income,JAM,13.51
Jamaica,North America,2016,76.2,0.731,2.81,4950.0,67.7,2.2,Upper middle income,JAM,13.19
Jamaica,North America,2017,76.3,0.734,2.8,4970.0,67.5,2.3,Upper middle income,JAM,11.63
Jamaica,North America,2018,76.3,0.734,2.79,5040.0,67.7,2.3,Upper middle income,JAM,9.1
Japan,Asia,2000,81.6,0.858,9.93,31400.0,63.5,23.9,High income,JPN,4.75
Japan,Asia,2001,81.9,0.861,9.8,31500.0,64.4,23.2,High income,JPN,5.02
Japan,Asia,2002,82.2,0.864,10.0,31400.0,65.3,23.8,High income,JPN,5.39
Japan,Asia,2003,82.3,0.867,10.1,31800.0,66.2,25.6,High income,JPN,5.25
Japan,Asia,2004,82.5,0.871,10.0,32500.0,67.0,24.1,High income,JPN,4.73
Japan,Asia,2005,82.5,0.875,10.1,33100.0,67.6,24.3,High income,JPN,4.45
Japan,Asia,2006,82.8,0.879,9.88,33500.0,67.9,23.9,High income,JPN,4.19
Japan,Asia,2007,82.9,0.882,10.1,34000.0,68.2,25.0,High income,JPN,3.89
Japan,Asia,2008,83.1,0.883,9.59,33600.0,68.6,24.4,High income,JPN,4.0
Japan,Asia,2009,83.3,0.882,9.05,31700.0,69.6,24.9,High income,JPN,5.07
Japan,Asia,2010,83.3,0.887,9.46,32900.0,70.4,24.1,High income,JPN,5.1
Japan,Asia,2011,83.2,0.892,9.85,33000.0,70.7,23.4,High income,JPN,4.55
Japan,Asia,2012,83.6,0.897,10.2,33500.0,70.9,21.6,High income,JPN,4.36
Japan,Asia,2013,83.9,0.902,10.3,34200.0,71.0,21.4,High income,JPN,4.0
Japan,Asia,2014,84.1,0.906,9.88,34400.0,71.2,20.1,High income,JPN,3.6
Japan,Asia,2015,84.3,0.908,9.58,35000.0,71.4,19.1,High income,JPN,3.4
Japan,Asia,2016,84.5,0.912,9.45,35300.0,71.8,17.5,High income,JPN,3.1
Japan,Asia,2017,84.7,0.915,9.33,35900.0,71.9,17.0,High income,JPN,2.8
Japan,Asia,2018,84.8,0.917,9.14,36200.0,72.1,16.7,High income,JPN,2.4
Jordan,Asia,2000,72.9,0.711,2.97,3590.0,74.9,2.5,Upper middle income,JOR,13.7
Jordan,Asia,2001,73.0,0.717,2.99,3710.0,74.9,2.4,Upper middle income,JOR,14.7
Jordan,Asia,2002,73.3,0.715,3.09,3850.0,74.9,2.3,Upper middle income,JOR,15.3
Jordan,Asia,2003,73.8,0.72,3.13,3920.0,72.8,2.3,Upper middle income,JOR,14.5
Jordan,Asia,2004,74.0,0.726,3.35,4150.0,70.1,2.2,Upper middle income,JOR,14.58
Jordan,Asia,2005,74.1,0.738,3.55,4340.0,69.9,2.0,Upper middle income,JOR,14.8
Jordan,Asia,2006,74.5,0.741,3.43,4520.0,70.0,1.9,Upper middle income,JOR,14.0
Jordan,Asia,2007,75.5,0.744,3.43,4680.0,69.9,1.7,Upper middle income,JOR,13.1
Jordan,Asia,2008,76.2,0.745,3.16,4790.0,70.0,1.7,Upper middle income,JOR,12.7
Jordan,Asia,2009,76.7,0.743,3.1,4780.0,70.0,1.6,Upper middle income,JOR,12.9
Jordan,Asia,2010,76.9,0.737,2.84,4640.0,70.3,1.5,Upper middle income,JOR,12.5
Jordan,Asia,2011,77.2,0.734,2.77,4520.0,70.9,1.5,Upper middle income,JOR,12.9
Jordan,Asia,2012,77.5,0.735,2.95,4390.0,71.2,1.5,Upper middle income,JOR,12.2
Jordan,Asia,2013,77.9,0.729,2.8,4270.0,71.5,1.5,Upper middle income,JOR,12.6
Jordan,Asia,2014,78.1,0.729,2.91,4220.0,71.9,1.5,Upper middle income,JOR,11.9
Jordan,Asia,2015,78.2,0.73,2.75,4160.0,72.2,1.5,Upper middle income,JOR,13.08
Jordan,Asia,2016,78.1,0.729,2.55,4120.0,72.6,1.5,Upper middle income,JOR,15.28
Jordan,Asia,2017,78.2,0.726,2.47,4110.0,72.9,1.5,Upper middle income,JOR,18.14
Jordan,Asia,2018,77.9,0.728,2.42,4110.0,73.2,1.6,Upper middle income,JOR,18.27
Kazakhstan,Asia,2000,64.7,0.685,8.95,4450.0,47.3,38.7,Upper middle income,KAZ,12.75
Kazakhstan,Asia,2001,64.7,0.7,8.57,5060.0,48.2,39.0,Upper middle income,KAZ,10.43
Kazakhstan,Asia,2002,64.7,0.714,9.76,5550.0,48.2,38.2,Upper middle income,KAZ,9.33
Kazakhstan,Asia,2003,64.6,0.726,10.8,6050.0,47.8,39.2,Upper middle income,KAZ,8.78
Kazakhstan,Asia,2004,64.6,0.737,11.2,6580.0,49.1,39.7,Upper middle income,KAZ,8.4
Kazakhstan,Asia,2005,64.6,0.747,11.9,7160.0,49.6,39.2,Upper middle income,KAZ,8.13
Kazakhstan,Asia,2006,64.8,0.754,13.3,7840.0,50.0,38.0,Upper middle income,KAZ,7.79
Kazakhstan,Asia,2007,65.3,0.758,13.6,8440.0,49.9,38.0,Upper middle income,KAZ,7.26
Kazakhstan,Asia,2008,66.3,0.758,13.4,8550.0,50.9,34.6,Upper middle income,KAZ,6.63
Kazakhstan,Asia,2009,67.3,0.762,13.0,8490.0,52.3,30.3,Upper middle income,KAZ,6.55
Kazakhstan,Asia,2010,67.6,0.764,14.5,8980.0,53.0,29.9,Upper middle income,KAZ,5.77
Kazakhstan,Asia,2011,68.1,0.772,13.8,9510.0,54.6,28.7,Upper middle income,KAZ,5.39
Kazakhstan,Asia,2012,68.6,0.782,14.0,9820.0,55.1,27.6,Upper middle income,KAZ,5.29
Kazakhstan,Asia,2013,69.4,0.791,14.1,10300.0,56.0,26.3,Upper middle income,KAZ,5.2
Kazakhstan,Asia,2014,70.1,0.798,14.8,10500.0,58.8,24.2,Upper middle income,KAZ,5.06
Kazakhstan,Asia,2015,70.6,0.806,15.0,10500.0,61.4,23.2,Upper middle income,KAZ,4.93
Kazakhstan,Asia,2016,71.1,0.808,15.0,10500.0,62.2,21.7,Upper middle income,KAZ,4.96
Kazakhstan,Asia,2017,71.5,0.815,15.7,10800.0,62.8,20.8,Upper middle income,KAZ,4.9
Kazakhstan,Asia,2018,71.7,0.819,17.6,11100.0,63.4,19.0,Upper middle income,KAZ,4.85
Kenya,Africa,2000,54.8,0.461,0.323,1000.0,39.7,7.6,Lower middle income,KEN,3.02
Kenya,Africa,2001,54.9,0.465,0.281,1010.0,38.3,6.9,Lower middle income,KEN,2.99
Kenya,Africa,2002,55.0,0.465,0.232,991.0,36.7,6.4,Lower middle income,KEN,3.0
Kenya,Africa,2003,55.2,0.478,0.19,992.0,35.1,6.1,Lower middle income,KEN,2.97
Kenya,Africa,2004,55.7,0.49,0.209,1020.0,33.7,5.7,Lower middle income,KEN,2.94
Kenya,Africa,2005,56.5,0.5,0.228,1050.0,32.2,6.0,Lower middle income,KEN,2.92
Kenya,Africa,2006,57.5,0.515,0.248,1080.0,32.4,6.0,Lower middle income,KEN,2.91
Kenya,Africa,2007,58.5,0.523,0.247,1130.0,32.7,6.3,Lower middle income,KEN,2.89
Kenya,Africa,2008,59.4,0.532,0.249,1100.0,32.8,6.2,Lower middle income,KEN,2.92
Kenya,Africa,2009,60.3,0.541,0.293,1100.0,33.0,6.0,Lower middle income,KEN,2.88
Kenya,Africa,2010,61.2,0.551,0.28,1160.0,33.7,6.0,Lower middle income,KEN,2.84
Kenya,Africa,2011,62.0,0.559,0.3,1200.0,34.3,5.9,Lower middle income,KEN,2.84
Kenya,Africa,2012,62.6,0.566,0.271,1220.0,34.8,5.9,Lower middle income,KEN,2.83
Kenya,Africa,2013,63.2,0.573,0.281,1260.0,35.4,5.9,Lower middle income,KEN,2.81
Kenya,Africa,2014,63.8,0.58,0.295,1300.0,36.0,5.7,Lower middle income,KEN,2.8
Kenya,Africa,2015,64.4,0.587,0.341,1340.0,36.7,5.5,Lower middle income,KEN,2.78
Kenya,Africa,2016,65.1,0.591,0.35,1380.0,37.3,5.4,Lower middle income,KEN,2.76
Kenya,Africa,2017,65.7,0.595,0.36,1410.0,38.0,5.6,Lower middle income,KEN,3.51
Kenya,Africa,2018,66.1,0.599,0.36,1470.0,38.7,6.0,Lower middle income,KEN,4.25
Kuwait,Asia,2000,78.1,0.781,26.1,30000.0,75.6,3.0,High income,KWT,0.8
Kuwait,Asia,2001,79.2,0.778,27.4,29200.0,76.4,2.6,High income,KWT,0.8
Kuwait,Asia,2002,78.6,0.78,27.2,29600.0,77.0,2.8,High income,KWT,1.1
Kuwait,Asia,2003,78.9,0.788,27.6,34300.0,76.8,2.6,High income,KWT,1.3
Kuwait,Asia,2004,78.8,0.789,28.7,37200.0,76.5,2.7,High income,KWT,1.7
Kuwait,Asia,2005,78.7,0.783,31.4,39800.0,76.6,2.6,High income,KWT,1.5
Kuwait,Asia,2006,78.8,0.788,30.9,41000.0,75.4,2.7,High income,KWT,1.3
Kuwait,Asia,2007,79.0,0.788,29.9,41200.0,74.2,2.6,High income,KWT,1.5
Kuwait,Asia,2008,78.1,0.79,31.0,39800.0,72.4,2.9,High income,KWT,1.75
Kuwait,Asia,2009,78.7,0.789,30.8,34800.0,73.6,2.7,High income,KWT,1.64
Kuwait,Asia,2010,80.1,0.788,29.9,32000.0,73.9,2.5,High income,KWT,1.82
Kuwait,Asia,2011,80.9,0.792,27.3,33200.0,73.7,2.3,High income,KWT,2.04
Kuwait,Asia,2012,81.0,0.796,29.9,33500.0,73.7,2.4,High income,KWT,2.32
Kuwait,Asia,2013,81.3,0.793,26.8,32100.0,74.0,2.4,High income,KWT,2.62
Kuwait,Asia,2014,81.6,0.796,23.8,30900.0,74.4,2.5,High income,KWT,2.9
Kuwait,Asia,2015,81.5,0.801,24.1,29900.0,75.3,2.6,High income,KWT,2.2
Kuwait,Asia,2016,81.6,0.804,24.8,29800.0,75.6,2.6,High income,KWT,2.16
